10.003,24.433
12.643,26.112
15.711,27.946
18.852,29.466
21.588,30.428
24.83,31.29
27.87,31.847
30.252,32.151
32.987,32.05
35.979,32.026
39.392,31.294
42.501,30.38
45.548,28.795
46.828,26.053
45.182,23.066
43.659,20.324
41.83,17.825
40,15
37.93,11.669
36.04,9.049
35.187,7.83
33.785,6.245
31.226,4.295
28.155,4.479
25.689,5.301
22.59,6.123
19.871,7.198
16.962,8.526
14.37,9.411
11.588,10.55
9.058,11.561
6.845,12.383
4.695,13.142
3.241,15.039
3.873,17.948
5,20
7.724,22.273
